SeniorCitizen,Partner,Dependents,OnlineSecurity,TechSupport,Contract,PaperlessBilling,tenure,MonthlyCharges,TotalCharges,Churn
No,Yes,Yes,No,No,Month-to-month,Yes,32,91.05,2913.6,1
No,Yes,Yes,No,No,Two year,No,40,25.25,1010.0,0
No,Yes,No,Yes,No,One year,Yes,58,45.35,2630.3,0
No,No,No,Yes,Yes,Two year,No,67,43.9,2941.2999999999997,0
Yes,Yes,No,Yes,No,Month-to-month,Yes,51,77.5,3952.5,1
No,Yes,No,No,Yes,One year,Yes,31,79.3,2458.2999999999997,0
Yes,Yes,No,Yes,No,Month-to-month,Yes,69,84.9,5858.1,0
No,Yes,No,No,Yes,One year,Yes,32,79.25,2536.0,0
No,No,No,Yes,Yes,Two year,No,21,71.05,1492.05,0
No,No,No,Yes,No,One year,No,52,53.75,2795.0,0
No,Yes,Yes,No,No,Two year,No,72,24.25,1746.0,0
No,Yes,No,No,No,Two year,Yes,72,54.2,3902.4,1
No,Yes,Yes,Yes,No,One year,No,52,44.25,2301.0,0
No,No,No,No,Yes,One year,No,41,50.05,2052.0499999999997,0
No,No,No,No,No,Two year,No,41,20.15,826.15,0
No,No,No,No,No,Month-to-month,Yes,6,69.25,415.5,1
No,Yes,Yes,Yes,Yes,One year,Yes,67,69.35,4646.45,0
No,Yes,Yes,No,No,Month-to-month,No,16,19.35,309.6,0
No,No,No,No,No,Two year,No,17,19.15,325.54999999999995,0
No,Yes,No,Yes,No,Month-to-month,No,35,61.0,2135.0,0
No,Yes,Yes,No,No,Two year,No,58,20.5,1189.0,0
No,No,No,No,No,Month-to-month,Yes,1,50.5,50.5,1
No,Yes,Yes,No,Yes,Two year,No,52,50.2,2610.4,0
No,No,No,Yes,Yes,Two year,No,70,79.6,5572.0,0
No,Yes,Yes,No,No,Two year,Yes,19,24.9,473.09999999999997,0
Yes,No,No,No,No,Month-to-month,Yes,1,74.4,74.4,1
No,Yes,Yes,Yes,Yes,Month-to-month,Yes,35,106.9,3741.5,0
No,No,No,No,No,Month-to-month,Yes,32,101.35,3243.2,0
No,Yes,Yes,Yes,Yes,Month-to-month,Yes,17,55.35,940.95,0
No,Yes,Yes,No,No,One year,No,67,50.55,3386.85,0
No,No,No,No,No,Month-to-month,No,9,19.5,175.5,0
No,No,Yes,No,Yes,One year,Yes,31,79.45,2462.9500000000003,1
No,No,No,Yes,No,Month-to-month,No,4,90.65,362.6,0
Yes,Yes,Yes,Yes,Yes,One year,Yes,58,89.85,5211.299999999999,0
No,No,No,Yes,Yes,One year,No,60,79.0,4740.0,0
No,No,No,No,Yes,One year,Yes,58,104.65,6069.700000000001,1
No,No,No,No,No,Month-to-month,No,1,19.55,19.55,0
No,Yes,Yes,No,No,Two year,No,27,19.9,537.3,0
Yes,Yes,Yes,Yes,Yes,One year,Yes,66,116.25,7672.5,0
No,No,No,Yes,No,Month-to-month,Yes,15,87.75,1316.25,0
Yes,Yes,No,No,No,Month-to-month,Yes,47,100.05,4702.349999999999,1
No,No,No,Yes,No,Month-to-month,Yes,41,81.3,3333.2999999999997,0
No,Yes,No,No,No,Month-to-month,Yes,59,44.3,2613.7,0
No,No,Yes,No,No,Two year,No,50,70.35,3517.4999999999995,0
No,Yes,Yes,Yes,No,One year,No,17,44.45,755.6500000000001,0
No,Yes,Yes,Yes,No,Month-to-month,Yes,6,49.15,294.9,0
Yes,Yes,No,No,No,Month-to-month,Yes,51,29.45,1501.95,0
No,No,No,No,Yes,Month-to-month,No,44,100.55,4424.2,1
No,Yes,No,No,No,Month-to-month,Yes,49,85.3,4179.7,0
No,No,No,No,No,Month-to-month,No,2,95.65,191.3,1
No,Yes,No,Yes,Yes,One year,Yes,59,69.1,4076.8999999999996,0
Yes,No,No,Yes,No,Month-to-month,Yes,50,70.35,3517.4999999999995,0
No,Yes,Yes,No,No,Two year,No,59,20.6,1215.4,0
No,No,No,No,No,Month-to-month,No,18,74.15,1334.7,0
No,No,No,No,No,Month-to-month,No,10,75.05,750.5,0
No,Yes,No,No,No,One year,No,14,44.6,624.4,0
No,No,No,No,No,Two year,No,35,21.45,750.75,0
No,Yes,Yes,No,No,One year,Yes,8,43.45,347.6,0
No,Yes,Yes,No,No,One year,No,18,20.05,360.90000000000003,0
No,Yes,Yes,Yes,No,One year,No,60,94.15,5649.0,0
No,No,No,No,No,Month-to-month,No,1,94.4,94.4,1
No,No,No,No,No,Two year,No,6,19.55,117.30000000000001,0
No,No,Yes,Yes,Yes,Month-to-month,Yes,19,75.9,1442.1000000000001,0
No,Yes,Yes,Yes,Yes,One year,No,53,64.15,3399.9500000000003,0
Yes,Yes,No,Yes,No,Two year,Yes,72,109.55,7887.599999999999,0
No,Yes,No,No,Yes,Two year,Yes,60,110.8,6648.0,0
No,No,No,No,No,Month-to-month,Yes,1,55.0,55.0,1
No,No,Yes,No,Yes,Month-to-month,No,13,53.45,694.85,0
No,Yes,Yes,No,No,Month-to-month,No,5,69.95,349.75,0
No,No,No,No,No,Month-to-month,Yes,1,101.45,101.45,1
No,Yes,Yes,No,No,Month-to-month,No,13,97.0,1261.0,0
No,No,No,Yes,Yes,One year,Yes,37,90.6,3352.2,0
No,Yes,No,Yes,No,Month-to-month,Yes,64,73.55,4707.2,0
No,Yes,No,No,Yes,Month-to-month,No,5,67.95,339.75,1
No,Yes,No,No,Yes,Two year,Yes,61,94.35,5755.349999999999,0
No,No,No,No,No,Month-to-month,Yes,1,69.5,69.5,1
No,No,No,No,No,Month-to-month,Yes,1,18.85,18.85,1
No,No,No,No,No,One year,No,26,19.4,504.4,0
No,No,No,No,No,Month-to-month,Yes,1,69.2,69.2,1
No,Yes,No,No,No,Two year,No,24,19.75,474.0,0
No,Yes,No,No,Yes,One year,No,17,54.6,928.2,0
No,No,Yes,No,No,Month-to-month,Yes,26,29.8,774.8000000000001,0
No,No,No,No,No,Month-to-month,Yes,1,69.65,69.65,1
Yes,Yes,No,Yes,No,Month-to-month,No,40,101.85,4074.0,1
No,No,No,No,No,Month-to-month,Yes,52,103.05,5358.599999999999,0
No,No,No,No,No,Month-to-month,Yes,1,82.3,82.3,1
No,No,No,No,No,Month-to-month,No,1,20.3,20.3,0
No,No,No,Yes,Yes,Two year,No,21,35.1,737.1,0
No,Yes,No,No,No,One year,Yes,67,105.7,7081.900000000001,0
No,Yes,Yes,Yes,Yes,Month-to-month,No,44,56.25,2475.0,0
No,Yes,Yes,No,Yes,One year,No,70,60.35,4224.5,0
No,No,No,No,No,Month-to-month,No,3,79.25,237.75,1
No,Yes,Yes,Yes,No,Two year,Yes,56,59.8,3348.7999999999997,0
No,No,No,No,No,Month-to-month,Yes,13,84.6,1099.8,1
No,Yes,Yes,Yes,No,Month-to-month,Yes,58,93.4,5417.200000000001,1
No,Yes,Yes,No,No,Month-to-month,Yes,42,94.2,3956.4,1
Yes,Yes,No,No,No,Month-to-month,No,1,25.05,25.05,1
No,Yes,Yes,Yes,Yes,Two year,No,46,99.65,4583.900000000001,0
No,Yes,Yes,Yes,No,Two year,Yes,63,50.65,3190.95,0
No,No,No,No,Yes,Month-to-month,Yes,11,60.9,669.9,0
No,Yes,Yes,No,Yes,Month-to-month,Yes,15,59.65,894.75,0
No,Yes,No,Yes,Yes,Two year,Yes,72,64.7,4658.400000000001,0
No,No,No,No,No,Month-to-month,Yes,29,25.1,727.9000000000001,1
No,No,Yes,No,No,Month-to-month,No,1,48.95,48.95,1
No,Yes,Yes,No,No,Month-to-month,No,6,54.85,329.1,0
No,No,No,No,No,Month-to-month,No,1,45.3,45.3,1
No,Yes,Yes,No,No,One year,Yes,63,91.35,5755.049999999999,0
No,No,No,No,No,Month-to-month,Yes,2,85.85,171.7,1
No,Yes,Yes,No,No,Two year,No,18,25.1,451.8,0
No,Yes,No,Yes,Yes,Month-to-month,No,43,34.0,1462.0,0
No,No,No,Yes,Yes,One year,No,15,45.9,688.5,0
No,No,Yes,No,No,Month-to-month,No,10,95.2,952.0,1
No,Yes,Yes,No,No,Two year,No,55,20.5,1127.5,0
No,No,Yes,No,Yes,One year,Yes,49,100.6,4929.4,1
No,Yes,Yes,No,No,Month-to-month,Yes,6,55.3,331.79999999999995,1
No,Yes,Yes,No,No,Two year,No,70,20.35,1424.5,0
Yes,No,No,No,No,Month-to-month,Yes,2,74.85,149.7,1
Yes,Yes,No,Yes,Yes,One year,No,63,36.1,2274.3,0
No,No,No,No,Yes,Month-to-month,Yes,25,65.8,1645.0,0
Yes,No,No,No,No,One year,No,18,20.35,366.3,0
Yes,Yes,No,No,Yes,Month-to-month,Yes,28,105.8,2962.4,0
Yes,No,No,Yes,Yes,One year,Yes,53,96.75,5127.75,0
No,No,No,No,No,One year,Yes,35,102.35,3582.25,1
No,No,No,No,No,Month-to-month,No,1,24.4,24.4,0
No,Yes,No,Yes,Yes,One year,No,70,115.65,8095.5,1
No,No,No,No,Yes,Month-to-month,Yes,2,79.85,159.7,1
No,Yes,No,No,Yes,Month-to-month,Yes,26,73.05,1899.3,0
No,No,No,Yes,No,One year,No,34,64.35,2187.8999999999996,0
No,No,Yes,No,No,Two year,No,19,20.5,389.5,0
No,No,No,No,No,Month-to-month,Yes,15,76.0,1140.0,1
No,Yes,Yes,Yes,No,One year,No,62,54.75,3394.5,0
Yes,No,No,No,No,Month-to-month,Yes,42,104.75,4399.5,1
No,No,No,Yes,No,Month-to-month,Yes,9,74.65,671.85,1
No,No,No,Yes,No,Month-to-month,Yes,24,51.15,1227.6,0
Yes,Yes,No,Yes,No,Two year,Yes,68,41.95,2852.6000000000004,0
No,Yes,Yes,No,Yes,Month-to-month,No,31,54.35,1684.8500000000001,0
No,No,No,No,No,Month-to-month,Yes,1,56.25,56.25,1
No,Yes,No,No,Yes,Month-to-month,Yes,21,106.1,2228.1,1
No,Yes,No,No,No,One year,Yes,63,96.0,6048.0,0
Yes,No,No,No,No,Month-to-month,Yes,2,79.75,159.5,1
No,Yes,Yes,No,Yes,Two year,Yes,61,61.45,3748.4500000000003,0
No,No,No,No,No,Month-to-month,No,1,68.65,68.65,1
No,No,No,No,No,One year,No,18,19.65,353.7,0
No,Yes,Yes,No,No,One year,No,6,19.0,114.0,0
No,No,No,No,No,Month-to-month,Yes,33,100.0,3300.0,0
No,No,No,No,No,Month-to-month,No,16,20.25,324.0,1
No,Yes,No,No,Yes,Month-to-month,Yes,56,98.7,5527.2,0
No,No,Yes,No,No,One year,No,23,19.8,455.40000000000003,0
No,No,No,No,No,Month-to-month,Yes,9,73.8,664.1999999999999,0
Yes,Yes,No,No,No,Month-to-month,Yes,14,100.2,1402.8,1
No,Yes,Yes,No,No,Month-to-month,Yes,15,74.9,1123.5,1
No,No,No,No,No,Month-to-month,No,5,20.05,100.25,0
No,Yes,No,Yes,No,Month-to-month,Yes,61,106.2,6478.2,0
No,Yes,Yes,Yes,Yes,Two year,Yes,70,116.55,8158.5,0
No,No,No,Yes,No,Month-to-month,Yes,15,99.7,1495.5,0
No,Yes,Yes,No,No,Two year,No,8,19.7,157.6,0
No,Yes,Yes,No,No,Two year,No,8,19.5,156.0,0
No,No,No,Yes,No,Month-to-month,Yes,4,29.15,116.6,0
No,No,No,Yes,No,One year,No,34,55.0,1870.0,0
No,Yes,No,Yes,Yes,Two year,Yes,68,90.8,6174.4,0
No,Yes,Yes,No,Yes,One year,No,45,51.0,2295.0,0
Yes,No,No,No,No,Month-to-month,Yes,9,90.1,810.9,0
No,No,No,Yes,Yes,Month-to-month,Yes,22,59.05,1299.1,0
No,No,No,No,No,Month-to-month,No,2,20.3,40.6,0
No,Yes,No,No,Yes,Two year,No,70,72.95,5106.5,0
No,No,Yes,Yes,Yes,One year,No,10,73.55,735.5,0
No,No,No,Yes,Yes,Two year,No,72,84.3,6069.599999999999,0
No,Yes,Yes,No,No,One year,No,49,78.0,3822.0,0
Yes,No,No,No,Yes,One year,No,54,72.1,3893.3999999999996,0
No,No,No,Yes,No,Two year,Yes,71,106.75,7579.25,0
No,No,No,No,No,One year,Yes,22,19.25,423.5,0
No,Yes,Yes,No,No,Two year,No,50,20.55,1027.5,0
No,Yes,Yes,No,No,One year,No,43,20.0,860.0,0
No,Yes,Yes,No,No,Two year,Yes,45,24.65,1109.25,0
Yes,No,No,Yes,No,Month-to-month,Yes,64,103.5,6624.0,0
No,Yes,Yes,No,No,Two year,No,23,23.85,548.5500000000001,0
No,Yes,No,No,No,Two year,No,68,25.8,1754.4,0
No,No,No,No,No,Month-to-month,Yes,1,70.85,70.85,1
No,No,No,No,No,Month-to-month,Yes,2,69.8,139.6,1
No,No,No,No,Yes,One year,No,26,59.45,1545.7,0
No,Yes,No,No,Yes,Month-to-month,Yes,55,54.55,3000.25,1
No,No,No,No,No,Month-to-month,Yes,14,20.05,280.7,0
No,Yes,No,Yes,Yes,Two year,Yes,71,82.55,5861.05,0
No,No,No,Yes,Yes,One year,No,64,81.25,5200.0,0
No,No,No,No,Yes,Month-to-month,Yes,7,70.75,495.25,1
No,No,No,Yes,Yes,Two year,Yes,57,74.3,4235.099999999999,0
No,Yes,No,No,No,Month-to-month,No,13,94.1,1223.3,1
No,Yes,Yes,Yes,No,Month-to-month,No,3,29.7,89.1,1
Yes,Yes,No,No,Yes,Two year,No,72,109.7,7898.400000000001,0
No,Yes,Yes,No,No,Month-to-month,Yes,40,96.35,3854.0,0
No,Yes,No,No,Yes,Month-to-month,Yes,14,66.6,932.3999999999999,0
No,Yes,Yes,No,No,Month-to-month,Yes,2,44.5,89.0,0
Yes,No,No,No,Yes,One year,No,66,110.9,7319.400000000001,1
No,Yes,No,No,Yes,Month-to-month,Yes,38,105.0,3990.0,1
No,No,Yes,No,No,Month-to-month,Yes,1,25.3,25.3,1
No,No,No,No,Yes,One year,Yes,22,55.15,1213.3,1
No,No,No,No,No,Month-to-month,Yes,1,20.1,20.1,1
No,No,No,No,No,Month-to-month,Yes,5,80.1,400.5,0
No,Yes,Yes,Yes,Yes,One year,No,29,69.05,2002.4499999999998,0
No,Yes,Yes,No,No,Month-to-month,Yes,1,69.9,69.9,1
No,No,No,No,No,Month-to-month,No,3,20.4,61.199999999999996,0
No,Yes,Yes,No,No,Two year,No,71,19.7,1398.7,0
No,No,Yes,No,No,Month-to-month,Yes,9,50.1,450.90000000000003,0
No,No,No,No,No,Month-to-month,Yes,43,101.4,4360.2,1
No,No,No,Yes,No,One year,Yes,48,83.45,4005.6000000000004,0
No,No,No,Yes,No,Month-to-month,Yes,26,86.65,2252.9,0
No,No,No,No,No,Month-to-month,No,9,20.15,181.35,0
No,No,No,No,No,Month-to-month,Yes,1,80.8,80.8,1
No,Yes,Yes,No,No,Two year,No,46,19.4,892.4,0
No,No,No,No,No,Month-to-month,No,2,62.05,124.1,1
Yes,No,No,No,No,Month-to-month,Yes,1,76.45,76.45,1
No,Yes,Yes,Yes,Yes,Two year,Yes,64,60.05,3843.2,0
Yes,No,No,No,No,Month-to-month,Yes,12,91.3,1095.6,1
Yes,Yes,No,No,No,Month-to-month,Yes,6,95.75,574.5,1
No,Yes,No,No,No,One year,No,59,20.35,1200.65,0
No,No,No,No,No,One year,Yes,7,94.05,658.35,0
Yes,Yes,No,Yes,No,Two year,Yes,72,84.1,6055.2,0
Yes,No,No,No,No,Month-to-month,Yes,16,78.75,1260.0,0
No,Yes,No,No,No,Month-to-month,No,25,55.55,1388.75,0
No,Yes,No,Yes,Yes,Month-to-month,No,34,62.65,2130.1,1
No,No,No,No,No,Month-to-month,Yes,1,74.5,74.5,1
No,Yes,Yes,No,No,Month-to-month,Yes,10,102.1,1021.0,1
No,Yes,No,No,No,One year,No,24,20.1,482.40000000000003,0
No,Yes,Yes,Yes,No,One year,No,10,70.3,703.0,0
No,Yes,No,Yes,No,One year,Yes,69,53.65,3701.85,0
No,No,No,No,No,Two year,No,57,20.75,1182.75,0
No,Yes,Yes,No,Yes,One year,Yes,50,103.4,5170.0,0
No,Yes,Yes,Yes,Yes,One year,No,28,50.8,1422.3999999999999,0
No,No,No,Yes,No,Month-to-month,Yes,16,50.15,802.4,1
No,No,No,Yes,Yes,Month-to-month,Yes,25,79.0,1975.0,0
Yes,Yes,No,No,No,Month-to-month,Yes,3,74.6,223.79999999999998,0
No,Yes,No,No,No,One year,Yes,61,96.5,5886.5,0
No,No,No,No,No,Month-to-month,No,2,20.1,40.2,0
No,Yes,Yes,No,No,One year,No,51,19.4,989.4,0
No,Yes,Yes,Yes,No,Two year,No,71,77.55,5506.05,0
No,Yes,Yes,No,No,Month-to-month,No,20,20.05,401.0,0
No,Yes,Yes,No,No,Month-to-month,No,6,19.85,119.10000000000001,0
No,No,No,No,No,Month-to-month,No,6,20.2,121.19999999999999,0
No,No,No,Yes,Yes,Month-to-month,No,29,67.45,1956.0500000000002,0
No,No,No,No,No,Two year,Yes,36,18.55,667.8000000000001,0
No,No,No,No,No,Month-to-month,Yes,28,29.75,833.0,0
No,Yes,No,No,No,Month-to-month,Yes,7,86.5,605.5,1
No,No,No,No,No,Two year,No,63,24.2,1524.6,0
No,Yes,Yes,No,No,Two year,No,48,23.55,1130.4,0
No,Yes,No,No,No,One year,No,49,20.45,1002.05,0
Yes,No,No,No,No,Month-to-month,Yes,27,81.45,2199.15,1
No,Yes,No,Yes,Yes,Two year,No,72,92.3,6645.599999999999,0
No,Yes,No,No,No,Month-to-month,Yes,1,69.15,69.15,1
No,Yes,Yes,No,Yes,Two year,No,72,53.65,3862.7999999999997,0
No,No,No,Yes,Yes,One year,No,47,39.65,1863.55,0
No,No,No,No,No,Month-to-month,Yes,1,54.65,54.65,0
No,No,No,No,No,One year,Yes,36,104.8,3772.7999999999997,0
No,Yes,Yes,No,No,Month-to-month,No,43,29.3,1259.9,0
Yes,Yes,No,No,Yes,Month-to-month,No,27,83.85,2263.95,0
No,No,No,No,No,Month-to-month,Yes,9,79.55,715.9499999999999,1
No,No,No,No,Yes,Month-to-month,Yes,38,103.65,3938.7000000000003,0
Yes,No,No,Yes,No,Month-to-month,Yes,35,99.05,3466.75,0
No,Yes,Yes,No,Yes,Two year,No,0,73.35,0.0,0
No,Yes,No,No,Yes,Two year,Yes,59,100.05,5902.95,0
No,No,No,No,No,Two year,No,27,20.35,549.45,0
Yes,No,No,No,No,Month-to-month,No,2,43.95,87.9,0
No,No,No,No,No,Month-to-month,No,7,23.5,164.5,0
No,No,No,No,Yes,One year,Yes,36,70.7,2545.2000000000003,0
No,Yes,Yes,Yes,No,Month-to-month,Yes,41,94.3,3866.2999999999997,0
No,No,No,No,No,Month-to-month,No,13,29.15,378.95,0
No,No,Yes,No,No,Two year,No,19,20.85,396.15000000000003,0
No,Yes,No,Yes,Yes,Two year,No,60,37.7,2262.0,0
No,No,Yes,No,Yes,Two year,Yes,48,95.5,4584.0,1
Yes,No,No,No,No,Month-to-month,No,3,91.05,273.15,1
No,Yes,No,No,Yes,Two year,Yes,69,92.45,6379.05,0
No,No,No,No,Yes,One year,No,43,44.15,1898.45,0
No,No,Yes,Yes,Yes,One year,Yes,11,36.05,396.54999999999995,0
No,Yes,No,No,No,Month-to-month,Yes,45,50.25,2261.25,0
No,Yes,No,No,Yes,Two year,Yes,72,109.75,7902.0,0
Yes,Yes,No,No,No,Month-to-month,No,2,79.2,158.4,1
No,Yes,Yes,No,No,Two year,No,12,20.3,243.60000000000002,0
No,Yes,Yes,No,Yes,One year,Yes,67,112.35,7527.45,0
No,Yes,No,No,Yes,Two year,No,37,94.3,3489.1,0
No,No,No,Yes,Yes,One year,No,39,41.15,1604.85,0
No,No,No,Yes,Yes,Month-to-month,Yes,41,74.65,3060.65,0
No,No,No,No,No,Month-to-month,Yes,25,48.25,1206.25,0
No,Yes,Yes,Yes,Yes,Two year,Yes,8,76.15,609.2,0
No,Yes,Yes,Yes,Yes,Two year,No,71,71.1,5048.099999999999,0
No,No,No,No,No,Month-to-month,No,5,96.55,482.75,0
No,No,No,Yes,No,One year,Yes,30,79.3,2379.0,0
No,No,No,No,Yes,One year,Yes,40,89.6,3584.0,0
No,No,No,No,No,Two year,Yes,54,20.5,1107.0,0
No,Yes,No,No,No,Two year,Yes,72,106.3,7653.599999999999,0
No,Yes,Yes,No,No,One year,No,28,100.35,2809.7999999999997,0
No,Yes,Yes,No,Yes,Month-to-month,Yes,18,85.6,1540.8,0
No,No,No,No,No,Month-to-month,Yes,2,45.25,90.5,1
No,Yes,Yes,No,No,One year,Yes,59,106.15,6262.85,0
No,Yes,Yes,No,Yes,Month-to-month,Yes,22,51.1,1124.2,0
No,No,No,No,No,Month-to-month,No,1,19.9,19.9,0
Yes,Yes,No,No,No,Two year,Yes,72,25.7,1850.3999999999999,0
Yes,No,No,No,No,Month-to-month,Yes,14,74.3,1040.2,1
No,Yes,No,No,Yes,One year,No,50,99.4,4970.0,0
No,Yes,Yes,Yes,Yes,One year,No,48,69.7,3345.6000000000004,0
No,Yes,Yes,No,No,Month-to-month,Yes,49,98.35,4819.15,0
No,Yes,Yes,No,No,Month-to-month,No,28,85.45,2392.6,0
Yes,No,No,No,No,Month-to-month,Yes,68,95.9,6521.200000000001,0
No,No,No,No,Yes,Month-to-month,No,13,100.75,1309.75,0
No,No,No,No,No,Month-to-month,Yes,11,89.2,981.2,0
No,Yes,No,No,No,Month-to-month,Yes,3,74.1,222.29999999999998,1
Yes,Yes,No,No,No,Month-to-month,No,57,100.6,5734.2,1
No,No,No,No,No,Month-to-month,No,3,75.0,225.0,1
No,Yes,No,No,No,Two year,No,72,25.75,1854.0,0
No,Yes,Yes,No,Yes,Two year,Yes,70,84.1,5887.0,0
No,Yes,Yes,No,Yes,Two year,No,49,79.3,3885.7,0
Yes,Yes,No,Yes,No,One year,Yes,67,107.05,7172.349999999999,0
No,No,No,No,No,Two year,No,46,20.05,922.3000000000001,0
Yes,No,No,Yes,Yes,Two year,Yes,64,70.2,4492.8,1
No,Yes,No,No,No,Month-to-month,No,37,19.5,721.5,0
Yes,No,No,No,No,Month-to-month,No,2,70.75,141.5,1
Yes,Yes,No,No,No,Month-to-month,No,13,45.3,588.9,0
No,Yes,No,Yes,Yes,Two year,No,72,115.15,8290.800000000001,0
No,Yes,Yes,No,Yes,Two year,Yes,68,72.95,4960.6,0
No,Yes,Yes,No,No,One year,No,15,19.65,294.75,0
No,No,No,No,No,Two year,Yes,24,19.55,469.20000000000005,0
No,No,No,No,Yes,Month-to-month,Yes,24,89.55,2149.2,0
No,No,No,Yes,No,Month-to-month,No,27,50.35,1359.45,0
No,No,No,No,Yes,Month-to-month,No,12,50.25,603.0,1
No,Yes,Yes,Yes,Yes,Two year,No,71,87.25,6194.75,0
No,Yes,Yes,No,No,Two year,Yes,67,20.8,1393.6000000000001,0
No,Yes,No,No,Yes,Two year,Yes,63,109.25,6882.75,0
No,No,No,No,No,Month-to-month,No,1,20.35,20.35,0
No,No,No,No,No,Month-to-month,Yes,4,55.9,223.6,0
Yes,No,No,Yes,No,Month-to-month,Yes,40,79.2,3168.0,1
No,No,No,No,No,Month-to-month,Yes,12,96.0,1152.0,1
No,Yes,Yes,Yes,No,Two year,No,52,79.2,4118.400000000001,0
No,No,No,No,No,Month-to-month,Yes,10,24.0,240.0,0
No,No,No,Yes,No,One year,No,68,101.35,6891.799999999999,0
No,No,No,No,Yes,Month-to-month,Yes,54,100.1,5405.4,1
No,Yes,Yes,No,Yes,Month-to-month,No,4,56.5,226.0,1
No,Yes,No,Yes,No,One year,No,52,35.45,1843.4,0
Yes,No,No,No,No,Month-to-month,Yes,1,85.0,85.0,1
No,Yes,No,Yes,Yes,One year,No,70,79.4,5558.0,0
No,No,No,Yes,No,One year,Yes,43,35.2,1513.6000000000001,0
No,No,No,No,No,Two year,No,52,19.65,1021.8,0
No,No,No,Yes,Yes,Two year,No,12,49.85,598.2,0
No,Yes,Yes,Yes,No,One year,No,56,68.75,3850.0,0
No,No,Yes,Yes,Yes,Two year,Yes,0,61.9,0.0,0
No,No,No,No,No,Month-to-month,No,42,79.9,3355.8,0
Yes,Yes,No,No,No,Month-to-month,Yes,22,89.75,1974.5,0
No,Yes,Yes,Yes,No,One year,No,51,59.3,3024.2999999999997,1
No,No,No,No,No,Month-to-month,Yes,27,19.4,523.8,0
Yes,Yes,No,Yes,No,One year,Yes,51,93.65,4776.150000000001,0
No,No,Yes,Yes,No,Month-to-month,Yes,4,49.4,197.6,1
No,No,No,No,No,Month-to-month,Yes,1,19.9,19.9,0
No,No,No,No,No,Month-to-month,No,35,55.0,1925.0,1
Yes,Yes,Yes,No,Yes,One year,Yes,71,72.9,5175.900000000001,0
No,No,No,No,No,Month-to-month,Yes,1,69.2,69.2,1
No,Yes,Yes,No,No,Two year,Yes,69,25.6,1766.4,0
No,Yes,Yes,No,No,One year,No,14,19.75,276.5,0
No,Yes,No,Yes,Yes,Month-to-month,No,57,55.7,3174.9,0
No,Yes,Yes,Yes,Yes,Two year,No,72,117.5,8460.0,0
No,No,No,No,No,Two year,No,48,19.85,952.8000000000001,0
No,Yes,Yes,No,No,Month-to-month,Yes,4,78.9,315.6,0
No,Yes,Yes,No,No,Month-to-month,Yes,31,20.65,640.15,0
No,No,No,No,Yes,One year,Yes,38,62.3,2367.4,1
Yes,Yes,No,No,No,Month-to-month,Yes,37,92.5,3422.5,1
No,No,No,No,No,Month-to-month,No,1,19.65,19.65,0
Yes,No,No,No,No,Two year,Yes,57,79.75,4545.75,0
Yes,Yes,No,Yes,Yes,Two year,Yes,62,79.95,4956.900000000001,0
No,Yes,No,No,Yes,Month-to-month,Yes,3,29.9,89.69999999999999,0
No,No,Yes,No,No,Two year,Yes,72,19.75,1422.0,0
No,No,Yes,Yes,Yes,Month-to-month,Yes,29,45.0,1305.0,0
No,Yes,Yes,No,No,Month-to-month,No,13,44.8,582.4,0
No,No,Yes,No,No,Month-to-month,No,3,69.65,208.95000000000002,1
No,No,No,No,No,Month-to-month,No,11,51.1,562.1,0
No,No,Yes,Yes,Yes,Two year,No,21,53.15,1116.1499999999999,0
No,No,No,No,No,Month-to-month,No,19,24.7,469.3,0
No,No,No,Yes,Yes,Two year,Yes,61,111.6,6807.599999999999,1
No,No,No,Yes,No,Month-to-month,No,11,48.55,534.05,1
No,Yes,Yes,No,Yes,Month-to-month,Yes,35,109.95,3848.25,0
No,No,Yes,No,No,Month-to-month,No,25,20.8,520.0,0
No,No,No,No,No,Month-to-month,Yes,1,20.2,20.2,1
No,No,No,No,No,Two year,Yes,67,25.6,1715.2,0
No,No,No,No,No,Month-to-month,Yes,19,39.65,753.35,1
No,No,No,No,No,One year,No,56,24.9,1394.3999999999999,1
No,Yes,Yes,Yes,No,Two year,Yes,72,108.4,7804.8,0
No,No,No,No,No,Two year,No,43,19.55,840.65,0
No,Yes,Yes,Yes,No,Month-to-month,Yes,55,85.1,4680.5,0
No,Yes,Yes,Yes,No,Month-to-month,No,2,56.7,113.4,1
No,No,No,No,No,Month-to-month,Yes,27,69.05,1864.35,0
No,No,No,No,No,Month-to-month,Yes,13,70.15,911.95,0
No,No,No,Yes,No,Two year,Yes,70,111.15,7780.5,0
No,Yes,No,Yes,Yes,One year,No,14,105.95,1483.3,1
No,Yes,Yes,No,Yes,One year,Yes,19,89.35,1697.6499999999999,0
No,No,No,Yes,No,Month-to-month,Yes,20,89.1,1782.0,0
No,Yes,Yes,Yes,Yes,One year,Yes,43,91.25,3923.75,0
No,Yes,Yes,Yes,No,Month-to-month,Yes,5,90.35,451.75,0
Yes,Yes,No,No,Yes,One year,Yes,70,105.55,7388.5,0
No,Yes,No,No,No,Two year,No,40,19.1,764.0,0
No,Yes,Yes,No,No,Two year,Yes,6,20.4,122.39999999999999,0
No,No,No,Yes,No,Two year,Yes,39,100.45,3917.55,0
Yes,Yes,No,No,No,Month-to-month,No,4,74.95,299.8,1
No,No,No,No,Yes,Month-to-month,Yes,15,29.7,445.5,1
